"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties"
"CHEMBL139";"DICLOFENAC";"4.0";"296.15";"0";"4.36";"DICLOFENAC";"O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl";"IC50";"'='";"10.0";"nM";"8.00";"";"";"UO_0000065";"27.01";"0.58";"3.64";"16.22";"0";"CHEMBL1003657";"Inhibition of COX2 in LPS-stimulated human blood";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1140871";"1";"Scientific Literature";"Bioorg Med Chem";"2009";"None";""
"CHEMBL362138";"";"None";"317.38";"0";"3.61";"14a";"Cc1[nH]c2cc(S(C)(=O)=O)ccc2c1Cc1ccc(F)cc1";"IC50";"'='";"11300.0";"nM";"4.95";"";"";"UO_0000065";"15.59";"0.31";"1.34";"9.91";"0";"CHEMBL874565";"Inhibitory concentration against human whole blood Prostaglandin G/H synthase 2 enzyme activity was determined";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1137849";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2004";"None";""
"CHEMBL491272";"";"None";"348.47";"0";"3.91";"12g";"CS(=O)(=O)c1ccc(-c2c(-c3ccccc3)ssc2=O)cc1";"IC50";"'='";"50000.0";"nM";"4.30";"";"";"UO_0000065";"12.34";"0.27";"0.39";"8.40";"0";"CHEMBL1003657";"Inhibition of COX2 in LPS-stimulated human blood";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1140871";"1";"Scientific Literature";"Bioorg Med Chem";"2009";"None";""
"CHEMBL98492";"";"None";"328.53";"1";"6.53";"11d";"CSc1ccc(-c2cscc2-c2ccc(SC)cc2)cc1";"IC50";"'='";"101000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL760084";"Compound was evaluated for inhibitory activity against human Prostaglandin G/H synthase 2";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1150491";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1996";"None";""
"CHEMBL147165";"";"None";"318.28";"0";"3.14";"7";"O=S(=O)(Nc1ccncc1Oc1ccccc1)C(F)(F)F";"IC50";"'='";"400.0";"nM";"6.40";"";"";"UO_0000065";"20.10";"0.42";"3.26";"9.37";"0";"CHEMBL765813";"The inhibitory activity against cyclooxygenase Prostaglandin G/H synthase 2 (COX-2) measured as PGE-2 production after blood coagulation using human Whole blood assay";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1135651";"1";"Scientific Literature";"J Med Chem";"2002";"None";""
"CHEMBL213326";"";"None";"321.36";"0";"2.77";"7";"COc1ccc(/N=N/c2ccc(S(N)(=O)=O)cc2)cc1OC";"IC50";"'='";"4280.0";"nM";"5.37";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL869264";"Inhibition of COX2 assessed as LPS-stimulated PGE2 production in human whole blood leukocyte";"F";"BAO_0000221";"tissue-based format";"Homo sapiens";"CHEMBL3638178";"Blood";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1149501";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2006";"None";""
"CHEMBL213939";"";"None";"615.71";"2";"8.22";"12";"CC(C)c1ccc(NC(=O)Oc2ccc(/N=N/c3ccc(S(N)(=O)=O)cc3)cc2OC(=O)Nc2ccc(C(C)C)cc2)cc1";"IC50";"'='";"12370.0";"nM";"4.91";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL869264";"Inhibition of COX2 assessed as LPS-stimulated PGE2 production in human whole blood leukocyte";"F";"BAO_0000221";"tissue-based format";"Homo sapiens";"CHEMBL3638178";"Blood";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1149501";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2006";"None";""
"CHEMBL274893";"SC-57666";"None";"316.40";"0";"4.32";"SC-57666";"CS(=O)(=O)c1ccc(C2=C(c3ccc(F)cc3)CCC2)cc1";"IC50";"'='";"26.0";"nM";"7.58";"";"";"UO_0000065";"23.97";"0.47";"3.27";"22.22";"1";"CHEMBL764081";"In vitro inhibitory activity against inducible form of human recombinant Prostaglandin G/H synthase 1";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1151046";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1995";"None";""
"CHEMBL24009";"";"None";"348.37";"0";"3.64";"7";"CS(=O)(=O)c1ccc(C2=C(c3cc(F)cc(F)c3)C(=O)CC2)cc1";"IC50";"'='";"620.0";"nM";"6.21";"";"";"UO_0000065";"17.82";"0.35";"2.57";"12.12";"1";"CHEMBL658502";"In vitro potency against human Prostaglandin G/H synthase 2 in the human whole blood assay.";"B";"BAO_0000221";"tissue-based format";"None";"CHEMBL3638178";"Blood";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1132626";"1";"Scientific Literature";"J Med Chem";"1999";"None";""
"CHEMBL25";"ASPIRIN";"4.0";"180.16";"0";"1.31";"Aspirin";"CC(=O)Oc1ccccc1C(=O)O";"IC50";"'='";"12360.0";"nM";"4.91";"";"";"UO_0000065";"27.24";"0.52";"3.60";"7.72";"0";"CHEMBL4407502";"Inhibition of recombinant human COX2 using arachidonic acid as substrate pretreated for 5 mins followed by substrate addition and measured after 2 mins by fluorescence based enzyme immunoassay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4406809";"1";"Scientific Literature";"Eur J Med Chem";"2019";"None";""
"CHEMBL1632397";"";"None";"360.41";"0";"2.93";"2c";"CC(=O)N1N=C(c2ccc(S(C)(=O)=O)cc2)CC1c1ccc(F)cc1";"IC50";"'='";"19630.0";"nM";"4.71";"";"";"UO_0000065";"13.06";"0.26";"1.78";"7.05";"0";"CHEMBL1639617";"Inhibition of human recombinant COX2 expressed in baculovirus infected SF21 cell";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"Sf21";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1629710";"1";"Scientific Literature";"Eur J Med Chem";"2010";"CHEMBL4106362";""
"CHEMBL707";"DOXAZOSIN";"4.0";"451.48";"0";"1.72";"DOXAZOSIN";"COc1cc2nc(N3CCN(C(=O)C4COc5ccccc5O4)CC3)nc(N)c2cc1OC";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"0";"CHEMBL1909131";"DRUGMATRIX: Cyclooxygenase COX-2 enzyme inhibition (substrate: Arachidonic acid)";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"Sf21";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL4106362";""
"CHEMBL701";"BACLOFEN";"4.0";"213.66";"0";"1.86";"BACLOFEN";"NCC(CC(=O)O)c1ccc(Cl)cc1";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"0";"CHEMBL1909131";"DRUGMATRIX: Cyclooxygenase COX-2 enzyme inhibition (substrate: Arachidonic acid)";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"Sf21";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL4106362";""
"CHEMBL118";"CELECOXIB";"4.0";"381.38";"0";"3.51";"7 Celecoxib";"Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1";"IC50";"'='";"70.0";"nM";"7.16";"";"";"UO_0000065";"18.76";"0.38";"3.64";"9.18";"1";"CHEMBL762909";"In vitro inhibition against human Prostaglandin G/H synthase 2";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1145080";"1";"Scientific Literature";"J Med Chem";"2003";"None";""
"CHEMBL452";"CLONAZEPAM";"4.0";"315.72";"0";"3.04";"CLONAZEPAM";"O=C1CN=C(c2ccccc2Cl)c2cc([N+](=O)[O-])ccc2N1";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"0";"CHEMBL1909131";"DRUGMATRIX: Cyclooxygenase COX-2 enzyme inhibition (substrate: Arachidonic acid)";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"Sf21";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL4106362";""
"CHEMBL4444718";"";"None";"440.71";"1";"7.96";"86";"CC(C)[C@@H]1CC[C@]2(C)[C@@H]3C(C=C4[C@@H]5CC(C)(C)CC[C@]5(C)CC[C@]42C)OC(=O)CC[C@]31C";"IC50";"'='";"650000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4407195";"Inhibition of COX2 (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4406802";"1";"Scientific Literature";"Eur J Med Chem";"2019";"None";""
"CHEMBL18701";"RO-201724";"None";"278.35";"0";"2.10";"Ro-201724";"CCCCOc1cc(CC2CNC(=O)N2)ccc1OC";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"0";"CHEMBL1909131";"DRUGMATRIX: Cyclooxygenase COX-2 enzyme inhibition (substrate: Arachidonic acid)";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"Sf21";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL4106362";""
"CHEMBL601015";"";"None";"488.49";"0";"3.37";"17a";"CS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)cc2C2=CCN(CCCCO[N+](=O)[O-])CC2)cc1";"IC50";"'='";"12800.0";"nM";"4.89";"";"";"UO_0000065";"10.02";"0.20";"1.52";"4.55";"0";"CHEMBL1073129";"Inhibition of human recombinant COX2 by enzyme immunoassay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1156895";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2010";"None";""
"CHEMBL1669039";"";"None";"386.73";"1";"5.25";"6p";"Cc1ccc(-c2cc(Cl)cc3c2OC(C(F)(F)F)C(C(=O)O)=C3)cc1F";"IC50";"'='";"66.0";"nM";"7.18";"";"";"UO_0000065";"18.57";"0.38";"1.93";"15.43";"0";"CHEMBL1671271";"Inhibition of human COX2";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1667779";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2011";"None";""
"CHEMBL376180";"AMINOPTERIN";"2.0";"440.42";"1";"0.24";"AMINOPTERIN";"Nc1nc(N)c2nc(CNc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)cnc2n1";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"0";"CHEMBL1909131";"DRUGMATRIX: Cyclooxygenase COX-2 enzyme inhibition (substrate: Arachidonic acid)";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"Sf21";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL4106362";""
"CHEMBL695";"TRIMETHADIONE";"4.0";"143.14";"0";"0.37";"TRIMETHADIONE";"CN1C(=O)OC(C)(C)C1=O";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"0";"CHEMBL1909131";"DRUGMATRIX: Cyclooxygenase COX-2 enzyme inhibition (substrate: Arachidonic acid)";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"Sf21";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL4106362";""
"CHEMBL838";"BENAZEPRIL";"4.0";"424.50";"0";"2.57";"BENAZEPRIL";"CCOC(=O)[C@H](CCc1ccccc1)N[C@H]1CCc2ccccc2N(CC(=O)O)C1=O";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"0";"CHEMBL1909131";"DRUGMATRIX: Cyclooxygenase COX-2 enzyme inhibition (substrate: Arachidonic acid)";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"Sf21";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL4106362";""
"CHEMBL270305";"";"None";"373.87";"0";"3.81";"68";"CS(=O)(=O)c1ccc(-c2nc(Cl)cc(NCc3ccccc3)n2)cc1";"IC50";"'='";"10.9";"nM";"7.96";"";"";"UO_0000065";"21.30";"0.43";"4.15";"11.07";"1";"CHEMBL947228";"Inhibition of human COX2 in human whole blood";"B";"BAO_0000221";"tissue-based format";"Homo sapiens";"CHEMBL3638178";"Blood";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1143107";"1";"Scientific Literature";"Bioorg Med Chem";"2008";"None";""
"CHEMBL1200748";"CARBIDOPA";"4.0";"244.25";"0";"-0.05";"S(-)-CARBIDOPA";"C[C@@](Cc1ccc(O)c(O)c1)(NN)C(=O)O.O";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"0";"CHEMBL1909131";"DRUGMATRIX: Cyclooxygenase COX-2 enzyme inhibition (substrate: Arachidonic acid)";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"Sf21";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL4106362";""
"CHEMBL917";"FLOXURIDINE";"4.0";"246.19";"0";"-1.68";"5-FLUORO-2'-DEOXYURIDINE";"O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1F";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"0";"CHEMBL1909131";"DRUGMATRIX: Cyclooxygenase COX-2 enzyme inhibition (substrate: Arachidonic acid)";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"Sf21";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL4106362";""
"CHEMBL23588";"FLUFENAMIC ACID";"4.0";"281.23";"0";"4.15";"BDBM17636";"O=C(O)c1ccccc1Nc1cccc(C(F)(F)F)c1";"IC50";"'='";"16.0";"nM";"7.80";"";"384888";"UO_0000065";"27.72";"0.53";"3.65";"15.80";"0";"CHEMBL3888229";"Discontinuous Radiometric Assay: Compounds may be evaluated as selective reversible inhibitors of AKR1C3 by screening them against homogeneous recombinant AKR1C1-AKR1C4 expressed in E. coli. In each case, a discontinuous radiometric assay may be used to monitor the inhibition of progesterone reduction (20-ketosteroid reduction) catalyzed by AKR1C1, the inhibition of Δ4-AD reduction (17-ketosteroid reduction) catalyzed by AKR1C3, and the inhibition of 5α-DHT reduction (3-ketosteroid reduction) catalyzed by AKR1C2 and AKR1C4 (by measuring the formation of 20α-hydroxyprogesterone, testosterone or 3α-androstanediol by radiochromatography). Secondary screens of the compounds of interest include: (a) a full-screen against all nine human recombinant AKR enzymes to ensure there are no-intended off-target effects (in this context AKR1B10 (retinal reductase; SEQ ID NO:5) has been shown to be potently inhibited by N-phenylanthranilates) (Endo et al., 2010, Biol. Pharm. Bull. 33:886-90); (b) a screen against COX-1 and COX-2 to reaffirm that compounds do not act as NSAIDs; and (c) an expanded screen against other nuclear receptors (especially other steroid hormone receptors).";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886196";"37";"BindingDB Database";"";"2016";"None";""
"CHEMBL410911";"";"None";"456.47";"0";"3.54";"42";"CS(=O)(=O)c1ccc(-c2nc(C(F)(F)F)cc(S(=O)(=O)Cc3ccccc3)n2)cc1";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL947228";"Inhibition of human COX2 in human whole blood";"B";"BAO_0000221";"tissue-based format";"Homo sapiens";"CHEMBL3638178";"Blood";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1143107";"1";"Scientific Literature";"Bioorg Med Chem";"2008";"None";""
"CHEMBL403720";"";"None";"421.44";"0";"4.20";"35";"CN(Cc1ccccc1)c1cc(C(F)(F)F)nc(-c2ccc(S(C)(=O)=O)cc2)n1";"IC50";"'='";"454.5";"nM";"6.34";"";"";"UO_0000065";"15.05";"0.30";"2.14";"10.04";"1";"CHEMBL947228";"Inhibition of human COX2 in human whole blood";"B";"BAO_0000221";"tissue-based format";"Homo sapiens";"CHEMBL3638178";"Blood";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1143107";"1";"Scientific Literature";"Bioorg Med Chem";"2008";"None";""
"CHEMBL52019";"";"None";"408.85";"1";"5.36";"181";"COc1ccc(-c2cc(F)c(F)cc2-c2ccc(S(C)(=O)=O)cc2)cc1Cl";"IC50";"'='";"19.05";"nM";"7.72";"";"";"UO_0000065";"18.88";"0.39";"2.36";"17.80";"0";"CHEMBL763870";"Inhibition of human Prostaglandin G/H synthase 2";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1134614";"1";"Scientific Literature";"J Med Chem";"2001";"None";""
"CHEMBL257103";"";"None";"385.41";"0";"3.92";"32";"CS(=O)(=O)c1ccc(-c2nc(NC3CCCC3)cc(C(F)(F)F)n2)cc1";"IC50";"'='";"475.9";"nM";"6.32";"";"";"UO_0000065";"16.40";"0.33";"2.40";"8.79";"1";"CHEMBL947228";"Inhibition of human COX2 in human whole blood";"B";"BAO_0000221";"tissue-based format";"Homo sapiens";"CHEMBL3638178";"Blood";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1143107";"1";"Scientific Literature";"Bioorg Med Chem";"2008";"None";""
"CHEMBL126629";"";"None";"374.85";"0";"4.34";"28";"Cc1cc(=O)c(-c2ccc(Cl)cc2)c(-c2ccc(S(C)(=O)=O)cc2)o1";"IC50";"'='";"2147.83";"nM";"5.67";"";"";"UO_0000065";"15.12";"0.31";"1.33";"8.81";"0";"CHEMBL875561";"Inhibitory concentration for Cyclooxygenase-2 (Prostaglandin G/H synthase 2) in human whole blood";"B";"BAO_0000221";"tissue-based format";"Homo sapiens";"CHEMBL3638178";"Blood";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1142830";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2005";"None";""
"CHEMBL186634";"";"None";"403.41";"0";"3.72";"Sl no.29";"NS(=O)(=O)c1ccc(-c2ccc(F)c(F)c2-c2ccc3c(c2)OCCO3)cc1";"IC50";"'='";"32.36";"nM";"7.49";"";"";"UO_0000065";"18.57";"0.37";"3.77";"9.53";"0";"CHEMBL827656";"Binding affinity for Prostaglandin G/H synthase 2 (COX-2)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1138688";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2004";"None";""
"CHEMBL195142";"";"None";"372.42";"0";"4.89";"7d";"CCc1c(-c2ccc(O)cc2)nc(-c2ccc(O)cc2)n1-c1ccc(O)cc1";"IC50";"";"";"";"";"";"Inactive";"";"";"";"";"";"0";"CHEMBL880237";"Inhibitory concentration against human cyclooxygenase-2 evaluated by enzyme linked immunosorbent assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1141119";"1";"Scientific Literature";"J Med Chem";"2005";"None";""
"CHEMBL155675";"";"None";"352.87";"1";"5.47";"1m";"COc1ccc(-n2nc(-c3ccc(Cl)cc3)c3c2CCCCC3)cc1";"IC50";"'='";"1560.0";"nM";"5.81";"";"";"UO_0000065";"16.46";"0.32";"0.34";"21.47";"0";"CHEMBL768959";"Inhibitory activity against human prostaglandin G/H synthase 2 in ECV-304 cells measured by the presence of PGE-2";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"ECV-304";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1133431";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2000";"CHEMBL3307513";""
"CHEMBL516";"CYPROHEPTADINE";"4.0";"287.41";"0";"4.70";"CYPROHEPTADINE";"CN1CCC(=C2c3ccccc3C=Cc3ccccc32)CC1";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"0";"CHEMBL1909131";"DRUGMATRIX: Cyclooxygenase COX-2 enzyme inhibition (substrate: Arachidonic acid)";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"Sf21";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL4106362";""
"CHEMBL44038";"";"None";"411.42";"1";"5.10";"42";"Cc1c(CC(F)(F)F)cc(-c2ccc(S(C)(=O)=O)cc2)n1-c1ccc(F)cc1";"IC50";"'='";"140.0";"nM";"6.85";"";"";"UO_0000065";"16.66";"0.33";"1.75";"17.54";"1";"CHEMBL762912";"In vitro inhibitory activity against human prostaglandin G/H synthase 2";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1130038";"1";"Scientific Literature";"J Med Chem";"1997";"None";""
"CHEMBL502896";"CETRAXATE HYDROCHLORIDE";"-1.0";"341.83";"0";"2.37";"CETRAXATE";"Cl.NC[C@H]1CC[C@H](C(=O)Oc2ccc(CCC(=O)O)cc2)CC1";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"0";"CHEMBL1909131";"DRUGMATRIX: Cyclooxygenase COX-2 enzyme inhibition (substrate: Arachidonic acid)";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"Sf21";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL4106362";""
"CHEMBL3127308";"";"None";"462.49";"0";"3.71";"3c";"COc1c(-c2cc(-c3cccnc3)nn2-c2ccc(S(N)(=O)=O)cc2)c(O)cc2occc12";"IC50";"'='";"400.0";"nM";"6.40";"";"";"UO_0000065";"13.83";"0.26";"2.69";"4.79";"0";"CHEMBL3128455";"Inhibition of human recombinant COX2 using arachidonic acid as substrate incubated for 10 mins prior to substrate addition measured after 2 mins by enzyme immunoassay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3124807";"1";"Scientific Literature";"Eur J Med Chem";"2014";"None";""
"CHEMBL611203";"";"None";"475.45";"0";"2.97";"14";"COc1ccc2c(c1F)C[S+]([O-])c1c(C(F)(F)F)nn(-c3ccc(S(N)(=O)=O)cc3)c1-2";"IC50";"'='";"1513.56";"nM";"5.82";"";"";"UO_0000065";"12.24";"0.26";"2.85";"5.28";"0";"CHEMBL875560";"In vitro inhibitory concentration against Prostaglandin G/H synthase 2 (COX-2)";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1143536";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2005";"None";""
